Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.593425750732422,493729600
2010-01-05,7.664285659790039,7.699642658233643,7.6160712242126465,7.656428337097168,6.604825019836426,601904800
2010-01-06,7.656428337097168,7.686785697937012,7.526785850524902,7.534642696380615,6.499767780303955,552160000
2010-01-07,7.5625,7.5714287757873535,7.466071605682373,7.520714282989502,6.487752437591553,477131200
2010-01-08,7.510714054107666,7.5714287757873535,7.466428756713867,7.570714473724365,6.530883312225342,447610800
2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,7.5039286613464355,6.473270893096924,462229600
2010-01-12,7.471071243286133,7.491785526275635,7.372142791748047,7.418571472167969,6.399638652801514,594459600
2010-01-13,7.423928737640381,7.533214092254639,7.289285659790039,7.523214340209961,6.4899067878723145,605892000
2010-01-14,7.5039286613464355,7.516428470611572,7.465000152587891,7.479642868041992,6.452320098876953,432894000
2010-01-15,7.533214092254639,7.557142734527588,7.352499961853027,7.354642868041992,6.344489574432373,594067600
2010-01-19,7.440357208251953,7.685357093811035,7.401428699493408,7.679999828338623,6.62515926361084,730007600
2010-01-20,7.675357341766357,7.698214054107666,7.482142925262451,7.561785697937012,6.523180961608887,612152800
2010-01-21,7.574285507202148,7.618214130401611,7.400357246398926,7.4310712814331055,6.410421371459961,608154400
2010-01-22,7.385000228881836,7.410714149475098,7.041428565979004,7.0625,6.092471122741699,881767600
2010-01-25,7.232500076293945,7.310714244842529,7.1496429443359375,7.252500057220459,6.25637674331665,1065699600
2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.344798564910889,1867110000
2010-01-27,7.387499809265137,7.520714282989502,7.126071453094482,7.424285888671875,6.404567241668701,1722568400
2010-01-28,7.3189287185668945,7.339285850524902,7.096428394317627,7.117499828338623,6.139917850494385,1173502400
2010-01-29,7.1814284324646,7.221428394317627,6.794642925262451,6.859285831451416,5.917169570922852,1245952400
2010-02-01,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.999429702758789,749876400
2010-02-02,6.996785640716553,7.011428356170654,6.906428337097168,6.994999885559082,6.034243106842041,698342400
2010-02-03,6.9703569412231445,7.150000095367432,6.9435715675354,7.115356922149658,6.138070106506348,615328000
2010-02-04,7.026071548461914,7.0846428871154785,6.841785907745361,6.858928680419922,5.916860580444336,757652000
2010-02-05,6.879642963409424,7.0,6.816071510314941,6.980714321136475,6.021920204162598,850306800
2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.9806365966796875,478270800
2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,6.044411659240723,632886800
2010-02-10,6.9960713386535645,7.02142858505249,6.937857151031494,6.968571662902832,6.011444091796875,370361600
2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.120816230773926,550345600
2010-02-12,7.075356960296631,7.201428413391113,6.982142925262451,7.156428337097168,6.173499584197998,655468800
2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264285564422607,6.266543865203857,543737600
2010-02-17,7.292500019073486,7.296785831451416,7.173571586608887,7.233928680419922,6.2403564453125,436396800
2010-02-18,7.201071262359619,7.281785488128662,7.175714492797852,7.247499942779541,6.25206184387207,422825200
2010-02-19,7.209285736083984,7.257143020629883,7.182499885559082,7.202499866485596,6.21324348449707,415469600
2010-02-22,7.226428508758545,7.232142925262451,7.11392879486084,7.1578569412231445,6.174731731414795,390563600
2010-02-23,7.142857074737549,7.190357208251953,6.98964262008667,7.0378570556640625,6.071214199066162,575094800
2010-02-24,7.0796427726745605,7.194285869598389,7.065714359283447,7.166428565979004,6.182126998901367,460566400
2010-02-25,7.049285888671875,7.244999885559082,7.031785488128662,7.214285850524902,6.223410129547119,665126000
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.304130554199219,507460800
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463928699493408,6.438766002655029,550093600
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.45892858505249,6.434452533721924,566546400
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476071357727051,6.449239730834961,372052800
2010-03-04,7.47428560256958,7.5328569412231445,7.451071262359619,7.525357246398926,6.491754531860352,366041200
2010-03-05,7.67642879486084,7.846428394317627,7.6653571128845215,7.819643020629883,6.745622158050537,899620400
2010-03-08,7.857500076293945,7.860357284545898,7.794642925262451,7.824285507202148,6.7496256828308105,429889600
2010-03-09,7.796785831451416,8.035714149475098,7.781785488128662,7.965000152587891,6.871013641357422,920259200
2010-03-10,7.9939284324646,8.052857398986816,7.971428394317627,8.029999732971191,6.927087306976318,596218000
2010-03-11,7.996785640716553,8.053571701049805,7.975714206695557,8.053571701049805,6.947421550750732,405700400
2010-03-12,8.120357513427734,8.133213996887207,8.0625,8.092857360839844,6.981310844421387,416323600
2010-03-15,8.049285888671875,8.053571701049805,7.8660712242126465,7.994285583496094,6.896276473999023,493502800
2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.915071487426758,446908000
2010-03-17,8.032142639160156,8.087499618530273,7.973928451538086,8.00428581237793,6.904904365539551,450956800
2010-03-18,8.003571510314941,8.035714149475098,7.950356960296631,8.023214340209961,6.921233654022217,342109600
2010-03-19,8.028214454650879,8.044285774230957,7.901071548461914,7.9375,6.847290515899658,559445600
2010-03-22,7.873928546905518,8.071428298950195,7.862500190734863,8.026785850524902,6.924314498901367,456419600
2010-03-23,8.058571815490723,8.170714378356934,8.003571510314941,8.15571403503418,7.035534381866455,602431200
2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,7.066651821136475,597780400
2010-03-25,8.247142791748047,8.248929023742676,8.080357551574707,8.094642639160156,6.982851505279541,542284400
2010-03-26,8.176785469055176,8.283928871154785,8.162500381469727,8.246428489685059,7.113790512084961,640875200
2010-03-29,8.321428298950195,8.352499961853027,8.27214241027832,8.299642562866211,7.159695148468018,540744400
2010-03-30,8.449999809265137,8.481428146362305,8.366071701049805,8.423213958740234,7.266295433044434,527310000
2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,8.392857551574707,7.240106105804443,430659600
2010-04-01,8.478928565979004,8.526071548461914,8.3125,8.427499771118164,7.26999044418335,603145200
2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.347627639770508,684507600
2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.379978179931641,447017200
2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.412639141082764,628502000
2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.392611026763916,572989200
2010-04-09,8.6225004196167,8.638928413391113,8.587857246398926,8.635356903076172,7.449298858642578,334182800
2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.46470308303833,333026400
2010-04-13,8.637857437133789,8.671428680419922,8.611071586608887,8.658214569091797,7.4690165519714355,306210800
2010-04-14,8.760000228881836,8.778928756713867,8.716785430908203,8.774642944335938,7.56945276260376,404076400
2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.66896915435791,376784800
2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.622136116027832,750545600
2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.611969947814941,566924400
2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.535561561584473,738326400
2010-04-21,9.242856979370117,9.294642448425293,9.133213996887207,9.257857322692871,7.986295700073242,982391200
2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,8.209663391113281,793424800
2010-04-23,9.57107162475586,9.720714569091797,9.535714149475098,9.672499656677246,8.34399127960205,796955600
2010-04-26,9.710000038146973,9.730713844299316,9.578214645385742,9.625,8.303016662597656,479068800
2010-04-27,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,8.07318115234375,709343600
2010-04-28,9.401785850524902,9.428571701049805,9.157500267028809,9.342857360839844,8.05962085723877,758402400
2010-04-29,9.393571853637695,9.642857551574707,9.357500076293945,9.59428596496582,8.276516914367676,558840800
2010-04-30,9.61821460723877,9.663214683532715,9.321428298950195,9.3246431350708,8.043911933898926,542463600
2010-05-03,9.422857284545898,9.567142486572266,9.388571739196777,9.512499809265137,8.205967903137207,454342000
2010-05-04,9.388928413391113,9.403214454650879,9.169642448425293,9.238571166992188,7.969661235809326,723819600
2010-05-05,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,7.886785984039307,883103200
2010-05-06,9.065357208251953,9.223214149475098,7.1160712242126465,8.794642448425293,7.586706638336182,1285860800
2010-05-07,8.70392894744873,8.806071281433105,8.043213844299316,8.423571586608887,7.266602039337158,1676018400
2010-05-10,8.9375,9.094642639160156,8.876070976257324,9.07107162475586,7.825166702270508,984306400
2010-05-11,8.994285583496094,9.28178596496582,8.946428298950195,9.161428451538086,7.903114318847656,848906800
2010-05-12,9.25857162475586,9.397500038146973,9.239285469055176,9.360357284545898,8.074719429016113,654379600
2010-05-13,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.959802150726318,599712400
2010-05-14,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.819931983947754,759362800
2010-05-17,9.096428871154785,9.149285316467285,8.846785545349121,9.079285621643066,7.832254409790039,762834800
2010-05-18,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,7.77495002746582,782678400
2010-05-19,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.651098728179932,1025726800
2010-05-20,8.638571739196777,8.708928108215332,8.436071395874023,8.49142837524414,7.325138092041016,1282915200
2010-05-21,8.3149995803833,8.732142448425293,8.262499809265137,8.654285430908203,7.465626239776611,1223891200
2010-05-24,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.6024169921875,754238800
2010-05-25,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.554972171783447,1048006400
2010-05-26,8.931428909301758,9.004642486572266,8.705357551574707,8.71821403503418,7.520773410797119,850654000
2010-05-27,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.805451393127441,666282400
